"id","id2","año","año2","año3","partido","fecha","fase","grupo","id_grupo","pais","pais_min","xx","xxx","id_jugador","apellido","nombre","xxxx","id_pais_jugador","pais_jugador","pais_jugador_min","tiempo_gol","tiempo_gol2","xxxxx","parte_partido","xxxxxx","xxxxxx"
"993","G-0993","1978","1978 FIFA World Cup","M-1978-18","Poland v Mexico","1978-06-10","group stage","Group 2","T-55","Poland","POL","1","0","P-05351","Boniek","Zbigniew","18","T-55","Poland","POL","84'","84","0","second half","0","0"
"994","G-0994","1978","1978 FIFA World Cup","M-1978-18","Poland v Mexico","1978-06-10","group stage","Group 2","T-55","Poland","POL","1","0","P-08763","Deyna","Kazimierz","12","T-55","Poland","POL","56'","56","0","second half","0","0"
"995","G-0995","1978","1978 FIFA World Cup","M-1978-18","Poland v Mexico","1978-06-10","group stage","Group 2","T-44","Mexico","MEX","0","1","P-01420","Rangel","Víctor","9","T-44","Mexico","MEX","52'","52","0","second half","0","0"
"996","G-0996","1978","1978 FIFA World Cup","M-1978-20","Argentina v Italy","1978-06-10","group stage","Group 1","T-39","Italy","ITA","0","1","P-02699","Bettega","Roberto","18","T-39","Italy","ITA","67'","67","0","second half","0","0"
"997","G-0997","1978","1978 FIFA World Cup","M-1978-21","Brazil v Austria","1978-06-11","group stage","Group 3","T-09","Brazil","BRA","1","0","P-06608","Dinamite","Roberto","20","T-09","Brazil","BRA","40'","40","0","first half","0","0"
"998","G-0998","1978","1978 FIFA World Cup","M-1978-22","Spain v Sweden","1978-06-11","group stage","Group 3","T-70","Spain","ESP","1","0","P-02795","Asensi","Juan Manuel","4","T-70","Spain","ESP","75'","75","0","second half","0","0"
"999","G-0999","1978","1978 FIFA World Cup","M-1978-23","Peru v Iran","1978-06-11","group stage","Group 4","T-54","Peru","PER","1","0","P-01919","Velásquez","José","6","T-54","Peru","PER","2'","2","0","first half","0","0"
"1000","G-1000","1978","1978 FIFA World Cup","M-1978-23","Peru v Iran","1978-06-11","group stage","Group 4","T-54","Peru","PER","1","0","P-01348","Cubillas","Teófilo","10","T-54","Peru","PER","36'","36","0","first half","0","1"
"1001","G-1001","1978","1978 FIFA World Cup","M-1978-23","Peru v Iran","1978-06-11","group stage","Group 4","T-54","Peru","PER","1","0","P-01348","Cubillas","Teófilo","10","T-54","Peru","PER","39'","39","0","first half","0","1"
"1002","G-1002","1978","1978 FIFA World Cup","M-1978-23","Peru v Iran","1978-06-11","group stage","Group 4","T-54","Peru","PER","1","0","P-01348","Cubillas","Teófilo","10","T-54","Peru","PER","79'","79","0","second half","0","0"
"1003","G-1003","1978","1978 FIFA World Cup","M-1978-23","Peru v Iran","1978-06-11","group stage","Group 4","T-36","Iran","IRN","0","1","P-00304","Roshan","Hassan","10","T-36","Iran","IRN","41'","41","0","first half","0","0"
"1004","G-1004","1978","1978 FIFA World Cup","M-1978-24","Scotland v Netherlands","1978-06-11","group stage","Group 4","T-61","Scotland","SCO","1","0","P-04509","Dalglish","Kenny","8","T-61","Scotland","SCO","45'","45","0","first half","0","0"
"1005","G-1005","1978","1978 FIFA World Cup","M-1978-24","Scotland v Netherlands","1978-06-11","group stage","Group 4","T-61","Scotland","SCO","1","0","P-04060","Gemmill","Archie","15","T-61","Scotland","SCO","46'","46","0","second half","0","1"
"1006","G-1006","1978","1978 FIFA World Cup","M-1978-24","Scotland v Netherlands","1978-06-11","group stage","Group 4","T-61","Scotland","SCO","1","0","P-04060","Gemmill","Archie","15","T-61","Scotland","SCO","68'","68","0","second half","0","0"
"1007","G-1007","1978","1978 FIFA World Cup","M-1978-24","Scotland v Netherlands","1978-06-11","group stage","Group 4","T-46","Netherlands","NLD","0","1","P-07325","Rensenbrink","Rob","12","T-46","Netherlands","NLD","34'","34","0","first half","0","1"
"1008","G-1008","1978","1978 FIFA World Cup","M-1978-24","Scotland v Netherlands","1978-06-11","group stage","Group 4","T-46","Netherlands","NLD","0","1","P-02210","Rep","Johnny","16","T-46","Netherlands","NLD","71'","71","0","second half","0","0"
"1009","G-1009","1978","1978 FIFA World Cup","M-1978-25","Austria v Netherlands","1978-06-14","second group stage","Group A","T-05","Austria","AUT","1","0","P-05506","Obermayer","Erich","3","T-05","Austria","AUT","80'","80","0","second half","0","0"
"1010","G-1010","1978","1978 FIFA World Cup","M-1978-25","Austria v Netherlands","1978-06-14","second group stage","Group A","T-46","Netherlands","NLD","0","1","P-03043","Brandts","Ernie","22","T-46","Netherlands","NLD","6'","6","0","first half","0","0"
"1011","G-1011","1978","1978 FIFA World Cup","M-1978-25","Austria v Netherlands","1978-06-14","second group stage","Group A","T-46","Netherlands","NLD","0","1","P-07325","Rensenbrink","Rob","12","T-46","Netherlands","NLD","35'","35","0","first half","0","1"
"1012","G-1012","1978","1978 FIFA World Cup","M-1978-25","Austria v Netherlands","1978-06-14","second group stage","Group A","T-46","Netherlands","NLD","0","1","P-02210","Rep","Johnny","16","T-46","Netherlands","NLD","36'","36","0","first half","0","0"
"1013","G-1013","1978","1978 FIFA World Cup","M-1978-25","Austria v Netherlands","1978-06-14","second group stage","Group A","T-46","Netherlands","NLD","0","1","P-02210","Rep","Johnny","16","T-46","Netherlands","NLD","53'","53","0","second half","0","0"
"1014","G-1014","1978","1978 FIFA World Cup","M-1978-25","Austria v Netherlands","1978-06-14","second group stage","Group A","T-46","Netherlands","NLD","0","1","P-03042","van de Kerkhof","Willy","11","T-46","Netherlands","NLD","82'","82","0","second half","0","0"
"1015","G-1015","1978","1978 FIFA World Cup","M-1978-27","Brazil v Peru","1978-06-14","second group stage","Group B","T-09","Brazil","BRA","1","0","P-02014","Dirceu","not applicable","11","T-09","Brazil","BRA","15'","15","0","first half","0","0"
"1016","G-1016","1978","1978 FIFA World Cup","M-1978-27","Brazil v Peru","1978-06-14","second group stage","Group B","T-09","Brazil","BRA","1","0","P-02014","Dirceu","not applicable","11","T-09","Brazil","BRA","27'","27","0","first half","0","0"
"1017","G-1017","1978","1978 FIFA World Cup","M-1978-27","Brazil v Peru","1978-06-14","second group stage","Group B","T-09","Brazil","BRA","1","0","P-03653","Zico","not applicable","8","T-09","Brazil","BRA","72'","72","0","second half","0","1"
"1018","G-1018","1978","1978 FIFA World Cup","M-1978-28","Argentina v Poland","1978-06-14","second group stage","Group B","T-03","Argentina","ARG","1","0","P-07202","Kempes","Mario","10","T-03","Argentina","ARG","16'","16","0","first half","0","0"
"1019","G-1019","1978","1978 FIFA World Cup","M-1978-28","Argentina v Poland","1978-06-14","second group stage","Group B","T-03","Argentina","ARG","1","0","P-07202","Kempes","Mario","10","T-03","Argentina","ARG","71'","71","0","second half","0","0"
"1020","G-1020","1978","1978 FIFA World Cup","M-1978-29","Peru v Poland","1978-06-18","second group stage","Group B","T-55","Poland","POL","0","1","P-00830","Szarmach","Andrzej","17","T-55","Poland","POL","65'","65","0","second half","0","0"
"1021","G-1021","1978","1978 FIFA World Cup","M-1978-30","Italy v Austria","1978-06-18","second group stage","Group A","T-39","Italy","ITA","1","0","P-08703","Rossi","Paolo","21","T-39","Italy","ITA","13'","13","0","first half","0","0"
"1022","G-1022","1978","1978 FIFA World Cup","M-1978-31","Netherlands v West Germany","1978-06-18","second group stage","Group A","T-46","Netherlands","NLD","1","0","P-09366","Haan","Arie","9","T-46","Netherlands","NLD","27'","27","0","first half","0","0"
"1023","G-1023","1978","1978 FIFA World Cup","M-1978-31","Netherlands v West Germany","1978-06-18","second group stage","Group A","T-46","Netherlands","NLD","1","0","P-02579","van de Kerkhof","René","10","T-46","Netherlands","NLD","82'","82","0","second half","0","0"
"1024","G-1024","1978","1978 FIFA World Cup","M-1978-31","Netherlands v West Germany","1978-06-18","second group stage","Group A","T-82","West Germany","DEU","0","1","P-03561","Abramczik","Rüdiger","7","T-82","West Germany","DEU","3'","3","0","first half","0","0"
"1025","G-1025","1978","1978 FIFA World Cup","M-1978-31","Netherlands v West Germany","1978-06-18","second group stage","Group A","T-82","West Germany","DEU","0","1","P-00538","Müller","Dieter","14","T-82","West Germany","DEU","70'","70","0","second half","0","0"
"1026","G-1026","1978","1978 FIFA World Cup","M-1978-33","Austria v West Germany","1978-06-21","second group stage","Group A","T-05","Austria","AUT","1","0","P-06890","Krankl","Hans","9","T-05","Austria","AUT","66'","66","0","second half","0","0"
"1027","G-1027","1978","1978 FIFA World Cup","M-1978-33","Austria v West Germany","1978-06-21","second group stage","Group A","T-05","Austria","AUT","1","0","P-06890","Krankl","Hans","9","T-05","Austria","AUT","87'","87","0","second half","0","0"
"1028","G-1028","1978","1978 FIFA World Cup","M-1978-33","Austria v West Germany","1978-06-21","second group stage","Group A","T-82","West Germany","DEU","0","1","P-08975","Rummenigge","Karl-Heinz","11","T-82","West Germany","DEU","19'","19","0","first half","0","0"
"1029","G-1029","1978","1978 FIFA World Cup","M-1978-33","Austria v West Germany","1978-06-21","second group stage","Group A","T-82","West Germany","DEU","0","1","P-03861","Hölzenbein","Bernd","17","T-82","West Germany","DEU","68'","68","0","second half","0","0"
"1030","G-1030","1978","1978 FIFA World Cup","M-1978-33","Austria v West Germany","1978-06-21","second group stage","Group A","T-05","Austria","AUT","1","0","P-00329","Vogts","Berti","2","T-82","West Germany","DEU","59'","59","0","second half","1","0"
"1031","G-1031","1978","1978 FIFA World Cup","M-1978-34","Italy v Netherlands","1978-06-21","second group stage","Group A","T-46","Netherlands","NLD","0","1","P-03043","Brandts","Ernie","22","T-46","Netherlands","NLD","49'","49","0","second half","0","0"
"1032","G-1032","1978","1978 FIFA World Cup","M-1978-34","Italy v Netherlands","1978-06-21","second group stage","Group A","T-46","Netherlands","NLD","0","1","P-09366","Haan","Arie","9","T-46","Netherlands","NLD","76'","76","0","second half","0","0"
"1033","G-1033","1978","1978 FIFA World Cup","M-1978-34","Italy v Netherlands","1978-06-21","second group stage","Group A","T-39","Italy","ITA","1","0","P-03043","Brandts","Ernie","22","T-46","Netherlands","NLD","19'","19","0","first half","1","0"
"1034","G-1034","1978","1978 FIFA World Cup","M-1978-35","Brazil v Poland","1978-06-21","second group stage","Group B","T-09","Brazil","BRA","1","0","P-08465","Nelinho","not applicable","13","T-09","Brazil","BRA","13'","13","0","first half","0","0"
"1035","G-1035","1978","1978 FIFA World Cup","M-1978-35","Brazil v Poland","1978-06-21","second group stage","Group B","T-09","Brazil","BRA","1","0","P-06608","Dinamite","Roberto","20","T-09","Brazil","BRA","58'","58","0","second half","0","0"
"1036","G-1036","1978","1978 FIFA World Cup","M-1978-35","Brazil v Poland","1978-06-21","second group stage","Group B","T-09","Brazil","BRA","1","0","P-06608","Dinamite","Roberto","20","T-09","Brazil","BRA","63'","63","0","second half","0","0"
"1037","G-1037","1978","1978 FIFA World Cup","M-1978-35","Brazil v Poland","1978-06-21","second group stage","Group B","T-55","Poland","POL","0","1","P-07200","Lato","Grzegorz","16","T-55","Poland","POL","45'","45","0","first half","0","0"
"1038","G-1038","1978","1978 FIFA World Cup","M-1978-36","Argentina v Peru","1978-06-21","second group stage","Group B","T-03","Argentina","ARG","1","0","P-07202","Kempes","Mario","10","T-03","Argentina","ARG","21'","21","0","first half","0","0"
"1039","G-1039","1978","1978 FIFA World Cup","M-1978-36","Argentina v Peru","1978-06-21","second group stage","Group B","T-03","Argentina","ARG","1","0","P-07202","Kempes","Mario","10","T-03","Argentina","ARG","49'","49","0","second half","0","0"
"1040","G-1040","1978","1978 FIFA World Cup","M-1978-36","Argentina v Peru","1978-06-21","second group stage","Group B","T-03","Argentina","ARG","1","0","P-06305","Tarantini","Alberto","20","T-03","Argentina","ARG","43'","43","0","first half","0","0"
"1041","G-1041","1978","1978 FIFA World Cup","M-1978-36","Argentina v Peru","1978-06-21","second group stage","Group B","T-03","Argentina","ARG","1","0","P-00328","Luque","Leopoldo","14","T-03","Argentina","ARG","50'","50","0","second half","0","0"
"1042","G-1042","1978","1978 FIFA World Cup","M-1978-36","Argentina v Peru","1978-06-21","second group stage","Group B","T-03","Argentina","ARG","1","0","P-00328","Luque","Leopoldo","14","T-03","Argentina","ARG","72'","72","0","second half","0","0"
"1043","G-1043","1978","1978 FIFA World Cup","M-1978-36","Argentina v Peru","1978-06-21","second group stage","Group B","T-03","Argentina","ARG","1","0","P-01388","Houseman","René","9","T-03","Argentina","ARG","67'","67","0","second half","0","0"
"1044","G-1044","1978","1978 FIFA World Cup","M-1978-37","Brazil v Italy","1978-06-24","third-place match","not applicable","T-09","Brazil","BRA","1","0","P-08465","Nelinho","not applicable","13","T-09","Brazil","BRA","64'","64","0","second half","0","0"
"1045","G-1045","1978","1978 FIFA World Cup","M-1978-37","Brazil v Italy","1978-06-24","third-place match","not applicable","T-09","Brazil","BRA","1","0","P-02014","Dirceu","not applicable","11","T-09","Brazil","BRA","71'","71","0","second half","0","0"
"1046","G-1046","1978","1978 FIFA World Cup","M-1978-37","Brazil v Italy","1978-06-24","third-place match","not applicable","T-39","Italy","ITA","0","1","P-01918","Causio","Franco","16","T-39","Italy","ITA","38'","38","0","first half","0","0"
"1047","G-1047","1978","1978 FIFA World Cup","M-1978-38","Argentina v Netherlands","1978-06-25","final","not applicable","T-03","Argentina","ARG","1","0","P-07202","Kempes","Mario","10","T-03","Argentina","ARG","38'","38","0","first half","0","0"
"1048","G-1048","1978","1978 FIFA World Cup","M-1978-38","Argentina v Netherlands","1978-06-25","final","not applicable","T-03","Argentina","ARG","1","0","P-07202","Kempes","Mario","10","T-03","Argentina","ARG","105'","105","0","extra time, first half","0","0"
"1049","G-1049","1978","1978 FIFA World Cup","M-1978-38","Argentina v Netherlands","1978-06-25","final","not applicable","T-03","Argentina","ARG","1","0","P-05050","Bertoni","Daniel","4","T-03","Argentina","ARG","115'","115","0","extra time, second half","0","0"
"1050","G-1050","1978","1978 FIFA World Cup","M-1978-38","Argentina v Netherlands","1978-06-25","final","not applicable","T-46","Netherlands","NLD","0","1","P-05468","Nanninga","Dick","18","T-46","Netherlands","NLD","82'","82","0","second half","0","0"
"1051","G-1051","1982","1982 FIFA World Cup","M-1982-01","Argentina v Belgium","1982-06-13","group stage","Group 3","T-06","Belgium","BEL","0","1","P-03124","Vandenbergh","Erwin","9","T-06","Belgium","BEL","62'","62","0","second half","0","0"
"1052","G-1052","1982","1982 FIFA World Cup","M-1982-03","Brazil v Soviet Union","1982-06-14","group stage","Group 6","T-09","Brazil","BRA","1","0","P-03716","Sócrates","not applicable","8","T-09","Brazil","BRA","75'","75","0","second half","0","0"
"1053","G-1053","1982","1982 FIFA World Cup","M-1982-03","Brazil v Soviet Union","1982-06-14","group stage","Group 6","T-09","Brazil","BRA","1","0","P-05515","Éder","not applicable","11","T-09","Brazil","BRA","88'","88","0","second half","0","0"
"1054","G-1054","1982","1982 FIFA World Cup","M-1982-03","Brazil v Soviet Union","1982-06-14","group stage","Group 6","T-69","Soviet Union","SUN","0","1","P-03268","Bal","Andriy","12","T-69","Soviet Union","SUN","34'","34","0","first half","0","0"
"1055","G-1055","1982","1982 FIFA World Cup","M-1982-05","Hungary v El Salvador","1982-06-15","group stage","Group 3","T-34","Hungary","HUN","1","0","P-01344","Nyilasi","Tibor","8","T-34","Hungary","HUN","4'","4","0","first half","0","0"
"1056","G-1056","1982","1982 FIFA World Cup","M-1982-05","Hungary v El Salvador","1982-06-15","group stage","Group 3","T-34","Hungary","HUN","1","0","P-01344","Nyilasi","Tibor","8","T-34","Hungary","HUN","83'","83","0","second half","0","0"
"1057","G-1057","1982","1982 FIFA World Cup","M-1982-05","Hungary v El Salvador","1982-06-15","group stage","Group 3","T-34","Hungary","HUN","1","0","P-06199","Pölöskei","Gábor","11","T-34","Hungary","HUN","11'","11","0","first half","0","0"
"1058","G-1058","1982","1982 FIFA World Cup","M-1982-05","Hungary v El Salvador","1982-06-15","group stage","Group 3","T-34","Hungary","HUN","1","0","P-07494","Fazekas","László","7","T-34","Hungary","HUN","23'","23","0","first half","0","0"
"1059","G-1059","1982","1982 FIFA World Cup","M-1982-05","Hungary v El Salvador","1982-06-15","group stage","Group 3","T-34","Hungary","HUN","1","0","P-07494","Fazekas","László","7","T-34","Hungary","HUN","54'","54","0","second half","0","0"
"1060","G-1060","1982","1982 FIFA World Cup","M-1982-05","Hungary v El Salvador","1982-06-15","group stage","Group 3","T-34","Hungary","HUN","1","0","P-06824","Tóth","József","4","T-34","Hungary","HUN","50'","50","0","second half","0","0"
"1061","G-1061","1982","1982 FIFA World Cup","M-1982-05","Hungary v El Salvador","1982-06-15","group stage","Group 3","T-34","Hungary","HUN","1","0","P-04758","Kiss","László","10","T-34","Hungary","HUN","69'","69","0","second half","0","0"
"1062","G-1062","1982","1982 FIFA World Cup","M-1982-05","Hungary v El Salvador","1982-06-15","group stage","Group 3","T-34","Hungary","HUN","1","0","P-04758","Kiss","László","10","T-34","Hungary","HUN","72'","72","0","second half","0","0"
"1063","G-1063","1982","1982 FIFA World Cup","M-1982-05","Hungary v El Salvador","1982-06-15","group stage","Group 3","T-34","Hungary","HUN","1","0","P-04758","Kiss","László","10","T-34","Hungary","HUN","76'","76","0","second half","0","0"
"1064","G-1064","1982","1982 FIFA World Cup","M-1982-05","Hungary v El Salvador","1982-06-15","group stage","Group 3","T-34","Hungary","HUN","1","0","P-04097","Szentes","Lázár","12","T-34","Hungary","HUN","70'","70","0","second half","0","0"
"1065","G-1065","1982","1982 FIFA World Cup","M-1982-05","Hungary v El Salvador","1982-06-15","group stage","Group 3","T-26","El Salvador","SLV","0","1","P-02077","Ramírez Zapata","Luis","14","T-26","El Salvador","SLV","64'","64","0","second half","0","0"
"1066","G-1066","1982","1982 FIFA World Cup","M-1982-06","Scotland v New Zealand","1982-06-15","group stage","Group 6","T-61","Scotland","SCO","1","0","P-04509","Dalglish","Kenny","8","T-61","Scotland","SCO","18'","18","0","first half","0","0"
"1067","G-1067","1982","1982 FIFA World Cup","M-1982-06","Scotland v New Zealand","1982-06-15","group stage","Group 6","T-61","Scotland","SCO","1","0","P-01654","Wark","John","10","T-61","Scotland","SCO","29'","29","0","first half","0","0"
"1068","G-1068","1982","1982 FIFA World Cup","M-1982-06","Scotland v New Zealand","1982-06-15","group stage","Group 6","T-61","Scotland","SCO","1","0","P-01654","Wark","John","10","T-61","Scotland","SCO","32'","32","0","first half","0","0"
"1069","G-1069","1982","1982 FIFA World Cup","M-1982-06","Scotland v New Zealand","1982-06-15","group stage","Group 6","T-61","Scotland","SCO","1","0","P-07209","Robertson","John","11","T-61","Scotland","SCO","73'","73","0","second half","0","0"
"1070","G-1070","1982","1982 FIFA World Cup","M-1982-06","Scotland v New Zealand","1982-06-15","group stage","Group 6","T-61","Scotland","SCO","1","0","P-06886","Archibald","Steve","18","T-61","Scotland","SCO","79'","79","0","second half","0","0"
"1071","G-1071","1982","1982 FIFA World Cup","M-1982-06","Scotland v New Zealand","1982-06-15","group stage","Group 6","T-47","New Zealand","NZL","0","1","P-05984","Sumner","Steve","10","T-47","New Zealand","NZL","54'","54","0","second half","0","0"
"1072","G-1072","1982","1982 FIFA World Cup","M-1982-06","Scotland v New Zealand","1982-06-15","group stage","Group 6","T-47","New Zealand","NZL","0","1","P-06482","Wooddin","Steve","9","T-47","New Zealand","NZL","64'","64","0","second half","0","0"
"1073","G-1073","1982","1982 FIFA World Cup","M-1982-07","West Germany v Algeria","1982-06-16","group stage","Group 2","T-82","West Germany","DEU","1","0","P-08975","Rummenigge","Karl-Heinz","11","T-82","West Germany","DEU","67'","67","0","second half","0","0"
"1074","G-1074","1982","1982 FIFA World Cup","M-1982-07","West Germany v Algeria","1982-06-16","group stage","Group 2","T-01","Algeria","DZA","0","1","P-05987","Madjer","Rabah","11","T-01","Algeria","DZA","54'","54","0","second half","0","0"
"1075","G-1075","1982","1982 FIFA World Cup","M-1982-07","West Germany v Algeria","1982-06-16","group stage","Group 2","T-01","Algeria","DZA","0","1","P-06826","Belloumi","Lakhdar","10","T-01","Algeria","DZA","68'","68","0","second half","0","0"
"1076","G-1076","1982","1982 FIFA World Cup","M-1982-08","England v France","1982-06-16","group stage","Group 4","T-27","England","ENG","1","0","P-01902","Robson","Bryan","16","T-27","England","ENG","1'","1","0","first half","0","0"
"1077","G-1077","1982","1982 FIFA World Cup","M-1982-08","England v France","1982-06-16","group stage","Group 4","T-27","England","ENG","1","0","P-01902","Robson","Bryan","16","T-27","England","ENG","67'","67","0","second half","0","0"
"1078","G-1078","1982","1982 FIFA World Cup","M-1982-08","England v France","1982-06-16","group stage","Group 4","T-27","England","ENG","1","0","P-05041","Mariner","Paul","11","T-27","England","ENG","83'","83","0","second half","0","0"
"1079","G-1079","1982","1982 FIFA World Cup","M-1982-08","England v France","1982-06-16","group stage","Group 4","T-28","France","FRA","0","1","P-09901","Soler","Gérard","20","T-28","France","FRA","24'","24","0","first half","0","0"
"1080","G-1080","1982","1982 FIFA World Cup","M-1982-09","Spain v Honduras","1982-06-16","group stage","Group 5","T-70","Spain","ESP","1","0","P-02912","Ufarte","Roberto López","11","T-70","Spain","ESP","65'","65","0","second half","0","1"
"1081","G-1081","1982","1982 FIFA World Cup","M-1982-09","Spain v Honduras","1982-06-16","group stage","Group 5","T-33","Honduras","HND","0","1","P-09011","Zelaya","Héctor","15","T-33","Honduras","HND","8'","8","0","first half","0","0"
"1082","G-1082","1982","1982 FIFA World Cup","M-1982-10","Chile v Austria","1982-06-17","group stage","Group 2","T-05","Austria","AUT","0","1","P-02601","Schachner","Walter","7","T-05","Austria","AUT","22'","22","0","first half","0","0"
"1083","G-1083","1982","1982 FIFA World Cup","M-1982-11","Czechoslovakia v Kuwait","1982-06-17","group stage","Group 4","T-20","Czechoslovakia","CSK","1","0","P-07198","Panenka","Antonín","8","T-20","Czechoslovakia","CSK","21'","21","0","first half","0","1"
"1084","G-1084","1982","1982 FIFA World Cup","M-1982-11","Czechoslovakia v Kuwait","1982-06-17","group stage","Group 4","T-43","Kuwait","KWT","0","1","P-06167","Al-Dakhil","Faisal","16","T-43","Kuwait","KWT","57'","57","0","second half","0","0"
"1085","G-1085","1982","1982 FIFA World Cup","M-1982-13","Italy v Peru","1982-06-18","group stage","Group 1","T-39","Italy","ITA","1","0","P-00500","Conti","Bruno","16","T-39","Italy","ITA","18'","18","0","first half","0","0"
"1086","G-1086","1982","1982 FIFA World Cup","M-1982-13","Italy v Peru","1982-06-18","group stage","Group 1","T-54","Peru","PER","0","1","P-09739","Díaz","Rubén Toribio","15","T-54","Peru","PER","83'","83","0","second half","0","0"
"1087","G-1087","1982","1982 FIFA World Cup","M-1982-14","Argentina v Hungary","1982-06-18","group stage","Group 3","T-03","Argentina","ARG","1","0","P-05050","Bertoni","Daniel","4","T-03","Argentina","ARG","26'","26","0","first half","0","0"
"1088","G-1088","1982","1982 FIFA World Cup","M-1982-14","Argentina v Hungary","1982-06-18","group stage","Group 3","T-03","Argentina","ARG","1","0","P-06516","Maradona","Diego","10","T-03","Argentina","ARG","28'","28","0","first half","0","0"
"1089","G-1089","1982","1982 FIFA World Cup","M-1982-14","Argentina v Hungary","1982-06-18","group stage","Group 3","T-03","Argentina","ARG","1","0","P-06516","Maradona","Diego","10","T-03","Argentina","ARG","57'","57","0","second half","0","0"
"1090","G-1090","1982","1982 FIFA World Cup","M-1982-14","Argentina v Hungary","1982-06-18","group stage","Group 3","T-03","Argentina","ARG","1","0","P-06578","Ardiles","Osvaldo","1","T-03","Argentina","ARG","60'","60","0","second half","0","0"
"1091","G-1091","1982","1982 FIFA World Cup","M-1982-14","Argentina v Hungary","1982-06-18","group stage","Group 3","T-34","Hungary","HUN","0","1","P-06199","Pölöskei","Gábor","11","T-34","Hungary","HUN","76'","76","0","second half","0","0"
"1092","G-1092","1982","1982 FIFA World Cup","M-1982-15","Brazil v Scotland","1982-06-18","group stage","Group 6","T-09","Brazil","BRA","1","0","P-03653","Zico","not applicable","10","T-09","Brazil","BRA","33'","33","0","first half","0","0"
"1093","G-1093","1982","1982 FIFA World Cup","M-1982-15","Brazil v Scotland","1982-06-18","group stage","Group 6","T-09","Brazil","BRA","1","0","P-00869","Oscar","not applicable","3","T-09","Brazil","BRA","48'","48","0","second half","0","0"
"1094","G-1094","1982","1982 FIFA World Cup","M-1982-15","Brazil v Scotland","1982-06-18","group stage","Group 6","T-09","Brazil","BRA","1","0","P-05515","Éder","not applicable","11","T-09","Brazil","BRA","63'","63","0","second half","0","0"
"1095","G-1095","1982","1982 FIFA World Cup","M-1982-15","Brazil v Scotland","1982-06-18","group stage","Group 6","T-09","Brazil","BRA","1","0","P-05820","Falcão","not applicable","15","T-09","Brazil","BRA","87'","87","0","second half","0","0"
"1096","G-1096","1982","1982 FIFA World Cup","M-1982-15","Brazil v Scotland","1982-06-18","group stage","Group 6","T-61","Scotland","SCO","0","1","P-00355","Narey","David","14","T-61","Scotland","SCO","18'","18","0","first half","0","0"
"1097","G-1097","1982","1982 FIFA World Cup","M-1982-17","Belgium v El Salvador","1982-06-19","group stage","Group 3","T-06","Belgium","BEL","1","0","P-07546","Coeck","Ludo","10","T-06","Belgium","BEL","19'","19","0","first half","0","0"
"1098","G-1098","1982","1982 FIFA World Cup","M-1982-18","Soviet Union v New Zealand","1982-06-19","group stage","Group 6","T-69","Soviet Union","SUN","1","0","P-02943","Gavrilov","Yuri","9","T-69","Soviet Union","SUN","24'","24","0","first half","0","0"
"1099","G-1099","1982","1982 FIFA World Cup","M-1982-18","Soviet Union v New Zealand","1982-06-19","group stage","Group 6","T-69","Soviet Union","SUN","1","0","P-01271","Blokhin","Oleh","11","T-69","Soviet Union","SUN","48'","48","0","second half","0","0"
"1100","G-1100","1982","1982 FIFA World Cup","M-1982-18","Soviet Union v New Zealand","1982-06-19","group stage","Group 6","T-69","Soviet Union","SUN","1","0","P-03384","Baltacha","Sergei","5","T-69","Soviet Union","SUN","68'","68","0","second half","0","0"
"1101","G-1101","1982","1982 FIFA World Cup","M-1982-19","West Germany v Chile","1982-06-20","group stage","Group 2","T-82","West Germany","DEU","1","0","P-08975","Rummenigge","Karl-Heinz","11","T-82","West Germany","DEU","9'","9","0","first half","0","0"
"1102","G-1102","1982","1982 FIFA World Cup","M-1982-19","West Germany v Chile","1982-06-20","group stage","Group 2","T-82","West Germany","DEU","1","0","P-08975","Rummenigge","Karl-Heinz","11","T-82","West Germany","DEU","57'","57","0","second half","0","0"
"1103","G-1103","1982","1982 FIFA World Cup","M-1982-19","West Germany v Chile","1982-06-20","group stage","Group 2","T-82","West Germany","DEU","1","0","P-08975","Rummenigge","Karl-Heinz","11","T-82","West Germany","DEU","66'","66","0","second half","0","0"
"1104","G-1104","1982","1982 FIFA World Cup","M-1982-19","West Germany v Chile","1982-06-20","group stage","Group 2","T-82","West Germany","DEU","1","0","P-03995","Reinders","Uwe","13","T-82","West Germany","DEU","81'","81","0","second half","0","0"
"1105","G-1105","1982","1982 FIFA World Cup","M-1982-19","West Germany v Chile","1982-06-20","group stage","Group 2","T-13","Chile","CHL","0","1","P-02155","Moscoso","Gustavo","11","T-13","Chile","CHL","90'","90","0","second half","0","0"
"1106","G-1106","1982","1982 FIFA World Cup","M-1982-20","England v Czechoslovakia","1982-06-20","group stage","Group 4","T-27","England","ENG","1","0","P-01938","Francis","Trevor","8","T-27","England","ENG","62'","62","0","second half","0","0"
"1107","G-1107","1982","1982 FIFA World Cup","M-1982-20","England v Czechoslovakia","1982-06-20","group stage","Group 4","T-27","England","ENG","1","0","P-04963","Barmoš","Jozef","5","T-20","Czechoslovakia","CSK","66'","66","0","second half","1","0"
"1108","G-1108","1982","1982 FIFA World Cup","M-1982-21","Spain v Yugoslavia","1982-06-20","group stage","Group 5","T-70","Spain","ESP","1","0","P-08436","Juanito","not applicable","7","T-70","Spain","ESP","14'","14","0","first half","0","1"
