"id","id2","año","año2","año3","partido","fecha","fase","grupo","id_grupo","pais","pais_min","xx","xxx","id_jugador","apellido","nombre","xxxx","id_pais_jugador","pais_jugador","pais_jugador_min","tiempo_gol","tiempo_gol2","xxxxx","parte_partido","xxxxxx","xxxxxx"
"1109","G-1109","1982","1982 FIFA World Cup","M-1982-21","Spain v Yugoslavia","1982-06-20","group stage","Group 5","T-70","Spain","ESP","1","0","P-02836","Saura","Enrique","15","T-70","Spain","ESP","66'","66","0","second half","0","0"
"1110","G-1110","1982","1982 FIFA World Cup","M-1982-21","Spain v Yugoslavia","1982-06-20","group stage","Group 5","T-83","Yugoslavia","YUG","0","1","P-04224","Gudelj","Ivan","3","T-83","Yugoslavia","YUG","10'","10","0","first half","0","0"
"1111","G-1111","1982","1982 FIFA World Cup","M-1982-22","Algeria v Austria","1982-06-21","group stage","Group 2","T-05","Austria","AUT","0","1","P-02601","Schachner","Walter","7","T-05","Austria","AUT","55'","55","0","second half","0","0"
"1112","G-1112","1982","1982 FIFA World Cup","M-1982-22","Algeria v Austria","1982-06-21","group stage","Group 2","T-05","Austria","AUT","0","1","P-06890","Krankl","Hans","9","T-05","Austria","AUT","67'","67","0","second half","0","0"
"1113","G-1113","1982","1982 FIFA World Cup","M-1982-23","France v Kuwait","1982-06-21","group stage","Group 4","T-28","France","FRA","1","0","P-08166","Genghini","Bernard","9","T-28","France","FRA","31'","31","0","first half","0","0"
"1114","G-1114","1982","1982 FIFA World Cup","M-1982-23","France v Kuwait","1982-06-21","group stage","Group 4","T-28","France","FRA","1","0","P-07530","Platini","Michel","10","T-28","France","FRA","43'","43","0","first half","0","0"
"1115","G-1115","1982","1982 FIFA World Cup","M-1982-23","France v Kuwait","1982-06-21","group stage","Group 4","T-28","France","FRA","1","0","P-00182","Six","Didier","19","T-28","France","FRA","48'","48","0","second half","0","0"
"1116","G-1116","1982","1982 FIFA World Cup","M-1982-23","France v Kuwait","1982-06-21","group stage","Group 4","T-28","France","FRA","1","0","P-05135","Bossis","Maxime","4","T-28","France","FRA","89'","89","0","second half","0","0"
"1117","G-1117","1982","1982 FIFA World Cup","M-1982-23","France v Kuwait","1982-06-21","group stage","Group 4","T-43","Kuwait","KWT","0","1","P-01258","Al-Buloushi","Abdullah","8","T-43","Kuwait","KWT","75'","75","0","second half","0","0"
"1118","G-1118","1982","1982 FIFA World Cup","M-1982-24","Honduras v Northern Ireland","1982-06-21","group stage","Group 5","T-33","Honduras","HND","1","0","P-09045","Laing","Antonio","7","T-33","Honduras","HND","60'","60","0","second half","0","0"
"1119","G-1119","1982","1982 FIFA World Cup","M-1982-24","Honduras v Northern Ireland","1982-06-21","group stage","Group 5","T-50","Northern Ireland","NIR","0","1","P-01384","Armstrong","Gerry","9","T-50","Northern Ireland","NIR","10'","10","0","first half","0","0"
"1120","G-1120","1982","1982 FIFA World Cup","M-1982-25","Poland v Peru","1982-06-22","group stage","Group 1","T-55","Poland","POL","1","0","P-02033","Smolarek","Włodzimierz","11","T-55","Poland","POL","55'","55","0","second half","0","0"
"1121","G-1121","1982","1982 FIFA World Cup","M-1982-25","Poland v Peru","1982-06-22","group stage","Group 1","T-55","Poland","POL","1","0","P-07200","Lato","Grzegorz","16","T-55","Poland","POL","58'","58","0","second half","0","0"
"1122","G-1122","1982","1982 FIFA World Cup","M-1982-25","Poland v Peru","1982-06-22","group stage","Group 1","T-55","Poland","POL","1","0","P-05351","Boniek","Zbigniew","20","T-55","Poland","POL","61'","61","0","second half","0","0"
"1123","G-1123","1982","1982 FIFA World Cup","M-1982-25","Poland v Peru","1982-06-22","group stage","Group 1","T-55","Poland","POL","1","0","P-06717","Buncol","Andrzej","13","T-55","Poland","POL","68'","68","0","second half","0","0"
"1124","G-1124","1982","1982 FIFA World Cup","M-1982-25","Poland v Peru","1982-06-22","group stage","Group 1","T-55","Poland","POL","1","0","P-08965","Ciołek","Włodzimierz","15","T-55","Poland","POL","76'","76","0","second half","0","0"
"1125","G-1125","1982","1982 FIFA World Cup","M-1982-25","Poland v Peru","1982-06-22","group stage","Group 1","T-54","Peru","PER","0","1","P-06049","La Rosa","Guillermo","19","T-54","Peru","PER","83'","83","0","second half","0","0"
"1126","G-1126","1982","1982 FIFA World Cup","M-1982-26","Belgium v Hungary","1982-06-22","group stage","Group 3","T-06","Belgium","BEL","1","0","P-04832","Czerniatynski","Alexandre","21","T-06","Belgium","BEL","76'","76","0","second half","0","0"
"1127","G-1127","1982","1982 FIFA World Cup","M-1982-26","Belgium v Hungary","1982-06-22","group stage","Group 3","T-34","Hungary","HUN","0","1","P-07964","Varga","József","19","T-34","Hungary","HUN","27'","27","0","first half","0","0"
"1128","G-1128","1982","1982 FIFA World Cup","M-1982-27","Soviet Union v Scotland","1982-06-22","group stage","Group 6","T-69","Soviet Union","SUN","1","0","P-07281","Chivadze","Aleksandr","3","T-69","Soviet Union","SUN","59'","59","0","second half","0","0"
"1129","G-1129","1982","1982 FIFA World Cup","M-1982-27","Soviet Union v Scotland","1982-06-22","group stage","Group 6","T-69","Soviet Union","SUN","1","0","P-09762","Shengelia","Ramaz","7","T-69","Soviet Union","SUN","84'","84","0","second half","0","0"
"1130","G-1130","1982","1982 FIFA World Cup","M-1982-27","Soviet Union v Scotland","1982-06-22","group stage","Group 6","T-61","Scotland","SCO","0","1","P-05720","Jordan","Joe","15","T-61","Scotland","SCO","15'","15","0","first half","0","0"
"1131","G-1131","1982","1982 FIFA World Cup","M-1982-27","Soviet Union v Scotland","1982-06-22","group stage","Group 6","T-61","Scotland","SCO","0","1","P-09225","Souness","Graeme","4","T-61","Scotland","SCO","86'","86","0","second half","0","0"
"1132","G-1132","1982","1982 FIFA World Cup","M-1982-28","Italy v Cameroon","1982-06-23","group stage","Group 1","T-39","Italy","ITA","1","0","P-01606","Graziani","Francesco","19","T-39","Italy","ITA","60'","60","0","second half","0","0"
"1133","G-1133","1982","1982 FIFA World Cup","M-1982-28","Italy v Cameroon","1982-06-23","group stage","Group 1","T-11","Cameroon","CMR","0","1","P-00607","M'Bida","Grégoire","8","T-11","Cameroon","CMR","61'","61","0","second half","0","0"
"1134","G-1134","1982","1982 FIFA World Cup","M-1982-29","Argentina v El Salvador","1982-06-23","group stage","Group 3","T-03","Argentina","ARG","1","0","P-00705","Passarella","Daniel","15","T-03","Argentina","ARG","22'","22","0","first half","0","1"
"1135","G-1135","1982","1982 FIFA World Cup","M-1982-29","Argentina v El Salvador","1982-06-23","group stage","Group 3","T-03","Argentina","ARG","1","0","P-05050","Bertoni","Daniel","4","T-03","Argentina","ARG","54'","54","0","second half","0","0"
"1136","G-1136","1982","1982 FIFA World Cup","M-1982-30","Brazil v New Zealand","1982-06-23","group stage","Group 6","T-09","Brazil","BRA","1","0","P-03653","Zico","not applicable","10","T-09","Brazil","BRA","28'","28","0","first half","0","0"
"1137","G-1137","1982","1982 FIFA World Cup","M-1982-30","Brazil v New Zealand","1982-06-23","group stage","Group 6","T-09","Brazil","BRA","1","0","P-03653","Zico","not applicable","10","T-09","Brazil","BRA","31'","31","0","first half","0","0"
"1138","G-1138","1982","1982 FIFA World Cup","M-1982-30","Brazil v New Zealand","1982-06-23","group stage","Group 6","T-09","Brazil","BRA","1","0","P-05820","Falcão","not applicable","15","T-09","Brazil","BRA","64'","64","0","second half","0","0"
"1139","G-1139","1982","1982 FIFA World Cup","M-1982-30","Brazil v New Zealand","1982-06-23","group stage","Group 6","T-09","Brazil","BRA","1","0","P-06564","Serginho","not applicable","9","T-09","Brazil","BRA","70'","70","0","second half","0","0"
"1140","G-1140","1982","1982 FIFA World Cup","M-1982-31","Algeria v Chile","1982-06-24","group stage","Group 2","T-01","Algeria","DZA","1","0","P-04611","Assad","Salah","7","T-01","Algeria","DZA","7'","7","0","first half","0","0"
"1141","G-1141","1982","1982 FIFA World Cup","M-1982-31","Algeria v Chile","1982-06-24","group stage","Group 2","T-01","Algeria","DZA","1","0","P-04611","Assad","Salah","7","T-01","Algeria","DZA","31'","31","0","first half","0","0"
"1142","G-1142","1982","1982 FIFA World Cup","M-1982-31","Algeria v Chile","1982-06-24","group stage","Group 2","T-01","Algeria","DZA","1","0","P-07075","Bensaoula","Tedj","9","T-01","Algeria","DZA","35'","35","0","first half","0","0"
"1143","G-1143","1982","1982 FIFA World Cup","M-1982-31","Algeria v Chile","1982-06-24","group stage","Group 2","T-13","Chile","CHL","0","1","P-07951","Neira","Miguel Ángel","20","T-13","Chile","CHL","59'","59","0","second half","0","1"
"1144","G-1144","1982","1982 FIFA World Cup","M-1982-31","Algeria v Chile","1982-06-24","group stage","Group 2","T-13","Chile","CHL","0","1","P-03618","Letelier","Juan Carlos","9","T-13","Chile","CHL","73'","73","0","second half","0","0"
"1145","G-1145","1982","1982 FIFA World Cup","M-1982-32","France v Czechoslovakia","1982-06-24","group stage","Group 4","T-28","France","FRA","1","0","P-00182","Six","Didier","19","T-28","France","FRA","66'","66","0","second half","0","0"
"1146","G-1146","1982","1982 FIFA World Cup","M-1982-32","France v Czechoslovakia","1982-06-24","group stage","Group 4","T-20","Czechoslovakia","CSK","0","1","P-07198","Panenka","Antonín","8","T-20","Czechoslovakia","CSK","84'","84","0","second half","0","1"
"1147","G-1147","1982","1982 FIFA World Cup","M-1982-33","Honduras v Yugoslavia","1982-06-24","group stage","Group 5","T-83","Yugoslavia","YUG","0","1","P-00443","Petrović","Vladimir","7","T-83","Yugoslavia","YUG","88'","88","0","second half","0","1"
"1148","G-1148","1982","1982 FIFA World Cup","M-1982-34","West Germany v Austria","1982-06-25","group stage","Group 2","T-82","West Germany","DEU","1","0","P-08438","Hrubesch","Horst","9","T-82","West Germany","DEU","10'","10","0","first half","0","0"
"1149","G-1149","1982","1982 FIFA World Cup","M-1982-35","England v Kuwait","1982-06-25","group stage","Group 4","T-27","England","ENG","1","0","P-01938","Francis","Trevor","8","T-27","England","ENG","27'","27","0","first half","0","0"
"1150","G-1150","1982","1982 FIFA World Cup","M-1982-36","Spain v Northern Ireland","1982-06-25","group stage","Group 5","T-50","Northern Ireland","NIR","0","1","P-01384","Armstrong","Gerry","9","T-50","Northern Ireland","NIR","47'","47","0","second half","0","0"
"1151","G-1151","1982","1982 FIFA World Cup","M-1982-37","Austria v France","1982-06-28","second group stage","Group 4","T-28","France","FRA","0","1","P-08166","Genghini","Bernard","9","T-28","France","FRA","39'","39","0","first half","0","0"
"1152","G-1152","1982","1982 FIFA World Cup","M-1982-38","Poland v Belgium","1982-06-28","second group stage","Group 1","T-55","Poland","POL","1","0","P-05351","Boniek","Zbigniew","20","T-55","Poland","POL","4'","4","0","first half","0","0"
"1153","G-1153","1982","1982 FIFA World Cup","M-1982-38","Poland v Belgium","1982-06-28","second group stage","Group 1","T-55","Poland","POL","1","0","P-05351","Boniek","Zbigniew","20","T-55","Poland","POL","26'","26","0","first half","0","0"
"1154","G-1154","1982","1982 FIFA World Cup","M-1982-38","Poland v Belgium","1982-06-28","second group stage","Group 1","T-55","Poland","POL","1","0","P-05351","Boniek","Zbigniew","20","T-55","Poland","POL","53'","53","0","second half","0","0"
"1155","G-1155","1982","1982 FIFA World Cup","M-1982-39","Italy v Argentina","1982-06-29","second group stage","Group 3","T-39","Italy","ITA","1","0","P-06751","Tardelli","Marco","14","T-39","Italy","ITA","57'","57","0","second half","0","0"
"1156","G-1156","1982","1982 FIFA World Cup","M-1982-39","Italy v Argentina","1982-06-29","second group stage","Group 3","T-39","Italy","ITA","1","0","P-05548","Cabrini","Antonio","4","T-39","Italy","ITA","67'","67","0","second half","0","0"
"1157","G-1157","1982","1982 FIFA World Cup","M-1982-39","Italy v Argentina","1982-06-29","second group stage","Group 3","T-03","Argentina","ARG","0","1","P-00705","Passarella","Daniel","15","T-03","Argentina","ARG","83'","83","0","second half","0","0"
"1158","G-1158","1982","1982 FIFA World Cup","M-1982-41","Austria v Northern Ireland","1982-07-01","second group stage","Group 4","T-05","Austria","AUT","1","0","P-00398","Pezzey","Bruno","5","T-05","Austria","AUT","50'","50","0","second half","0","0"
"1159","G-1159","1982","1982 FIFA World Cup","M-1982-41","Austria v Northern Ireland","1982-07-01","second group stage","Group 4","T-05","Austria","AUT","1","0","P-03157","Hintermaier","Reinhold","10","T-05","Austria","AUT","68'","68","0","second half","0","0"
"1160","G-1160","1982","1982 FIFA World Cup","M-1982-41","Austria v Northern Ireland","1982-07-01","second group stage","Group 4","T-50","Northern Ireland","NIR","0","1","P-07495","Hamilton","Billy","11","T-50","Northern Ireland","NIR","27'","27","0","first half","0","0"
"1161","G-1161","1982","1982 FIFA World Cup","M-1982-41","Austria v Northern Ireland","1982-07-01","second group stage","Group 4","T-50","Northern Ireland","NIR","0","1","P-07495","Hamilton","Billy","11","T-50","Northern Ireland","NIR","75'","75","0","second half","0","0"
"1162","G-1162","1982","1982 FIFA World Cup","M-1982-42","Belgium v Soviet Union","1982-07-01","second group stage","Group 1","T-69","Soviet Union","SUN","0","1","P-06097","Hovhannisyan","Khoren","10","T-69","Soviet Union","SUN","48'","48","0","second half","0","0"
"1163","G-1163","1982","1982 FIFA World Cup","M-1982-43","Argentina v Brazil","1982-07-02","second group stage","Group 3","T-03","Argentina","ARG","1","0","P-01117","Díaz","Ramón","6","T-03","Argentina","ARG","89'","89","0","second half","0","0"
"1164","G-1164","1982","1982 FIFA World Cup","M-1982-43","Argentina v Brazil","1982-07-02","second group stage","Group 3","T-09","Brazil","BRA","0","1","P-03653","Zico","not applicable","10","T-09","Brazil","BRA","11'","11","0","first half","0","0"
"1165","G-1165","1982","1982 FIFA World Cup","M-1982-43","Argentina v Brazil","1982-07-02","second group stage","Group 3","T-09","Brazil","BRA","0","1","P-06564","Serginho","not applicable","9","T-09","Brazil","BRA","66'","66","0","second half","0","0"
"1166","G-1166","1982","1982 FIFA World Cup","M-1982-43","Argentina v Brazil","1982-07-02","second group stage","Group 3","T-09","Brazil","BRA","0","1","P-01964","Júnior","not applicable","6","T-09","Brazil","BRA","75'","75","0","second half","0","0"
"1167","G-1167","1982","1982 FIFA World Cup","M-1982-44","West Germany v Spain","1982-07-02","second group stage","Group 2","T-82","West Germany","DEU","1","0","P-05795","Littbarski","Pierre","7","T-82","West Germany","DEU","50'","50","0","second half","0","0"
"1168","G-1168","1982","1982 FIFA World Cup","M-1982-44","West Germany v Spain","1982-07-02","second group stage","Group 2","T-82","West Germany","DEU","1","0","P-01085","Fischer","Klaus","8","T-82","West Germany","DEU","75'","75","0","second half","0","0"
"1169","G-1169","1982","1982 FIFA World Cup","M-1982-44","West Germany v Spain","1982-07-02","second group stage","Group 2","T-70","Spain","ESP","0","1","P-05930","Zamora","Jesús María","10","T-70","Spain","ESP","82'","82","0","second half","0","0"
"1170","G-1170","1982","1982 FIFA World Cup","M-1982-45","France v Northern Ireland","1982-07-04","second group stage","Group 4","T-28","France","FRA","1","0","P-01018","Giresse","Alain","12","T-28","France","FRA","33'","33","0","first half","0","0"
"1171","G-1171","1982","1982 FIFA World Cup","M-1982-45","France v Northern Ireland","1982-07-04","second group stage","Group 4","T-28","France","FRA","1","0","P-01018","Giresse","Alain","12","T-28","France","FRA","80'","80","0","second half","0","0"
"1172","G-1172","1982","1982 FIFA World Cup","M-1982-45","France v Northern Ireland","1982-07-04","second group stage","Group 4","T-28","France","FRA","1","0","P-00360","Rocheteau","Dominique","18","T-28","France","FRA","46'","46","0","second half","0","0"
"1173","G-1173","1982","1982 FIFA World Cup","M-1982-45","France v Northern Ireland","1982-07-04","second group stage","Group 4","T-28","France","FRA","1","0","P-00360","Rocheteau","Dominique","18","T-28","France","FRA","68'","68","0","second half","0","0"
"1174","G-1174","1982","1982 FIFA World Cup","M-1982-45","France v Northern Ireland","1982-07-04","second group stage","Group 4","T-50","Northern Ireland","NIR","0","1","P-01384","Armstrong","Gerry","9","T-50","Northern Ireland","NIR","75'","75","0","second half","0","0"
"1175","G-1175","1982","1982 FIFA World Cup","M-1982-47","Italy v Brazil","1982-07-05","second group stage","Group 3","T-39","Italy","ITA","1","0","P-08703","Rossi","Paolo","20","T-39","Italy","ITA","5'","5","0","first half","0","0"
